species_id	marker_read_counts	median_marker_coverage	marker_coverage	marker_relative_abundance	unique_fraction_covered
134387	4367	46.775229	64.587445	0.156819	1.000000
101273	2729	40.923280	39.987773	0.097091	1.000000
126778	1822	26.756364	26.019884	0.063176	1.000000
100291	1922	25.475391	28.036731	0.068073	1.000000
101186	1578	24.486667	23.220391	0.056379	1.000000
104604	1806	23.387755	26.077066	0.063315	1.000000
101047	1408	20.756944	20.769580	0.050429	1.000000
101701	1204	19.718202	17.569625	0.042659	0.933333
113213	1120	16.009845	16.481010	0.040016	0.866667
108278	1053	14.750446	15.253416	0.037035	1.000000
109416	942	14.271235	15.616656	0.037917	1.000000
101380	1048	12.828976	14.055096	0.034126	1.000000
103501	737	10.064865	10.886312	0.026432	1.000000
100131	1306	9.516234	19.091815	0.046355	0.800000
109339	677	6.254438	10.126499	0.024587	0.866667
105623	520	6.230688	7.633561	0.018534	0.866667
111379	281	2.677419	4.421349	0.010735	0.846154
116156	142	2.483034	3.696473	0.008975	0.600000
130755	154	2.422460	2.946250	0.007154	0.818182
108051	228	2.256410	3.205666	0.007783	0.866667
131071	213	1.973856	4.605966	0.011183	0.454545
115369	250	1.466019	3.352808	0.008141	0.600000
103531	200	1.295533	2.953278	0.007171	0.733333
102407	141	1.131086	2.029641	0.004928	0.666667
102755	92	0.651564	1.692889	0.004110	0.454545
119889	78	0.493464	1.123815	0.002729	0.533333
142728	29	0.301250	0.401031	0.000974	0.500000
141133	33	0.291667	0.430250	0.001045	0.400000
101378	120	0.251269	1.856152	0.004507	0.500000
116922	163	0.144444	2.737026	0.006646	0.357143
101148	48	0.000000	0.695437	0.001689	0.133333
115971	25	0.000000	0.424119	0.001030	0.142857
104419	112	0.000000	1.669343	0.004053	0.200000
144272	33	0.000000	0.466569	0.001133	0.133333
100056	53	0.000000	0.785434	0.001907	0.200000
120896	7	0.000000	0.099764	0.000242	0.133333
112461	92	0.000000	1.189890	0.002889	0.400000
101485	10	0.000000	0.167235	0.000406	0.285714
128586	92	0.000000	1.204267	0.002924	0.400000
141329	4	0.000000	0.047906	0.000116	0.133333
137434	12	0.000000	0.174164	0.000423	0.000000
112332	57	0.000000	0.794048	0.001928	0.466667
146082	38	0.000000	0.553754	0.001345	0.133333
100304	46	0.000000	0.638363	0.001550	0.466667
103955	21	0.000000	0.313554	0.000761	0.133333
101347	19	0.000000	0.269998	0.000656	0.200000
129214	4	0.000000	0.049580	0.000120	0.000000
137669	191	0.000000	2.419255	0.005874	0.466667
100507	49	0.000000	0.723551	0.001757	0.133333
107220	76	0.000000	1.096724	0.002663	0.266667
112211	19	0.000000	0.275735	0.000669	0.333333
134974	5	0.000000	0.074969	0.000182	0.142857
100122	8	0.000000	0.118956	0.000289	0.133333
108980	17	0.000000	0.221202	0.000537	0.133333
100301	240	0.000000	3.538264	0.008591	0.333333
101890	27	0.000000	0.384456	0.000933	0.133333
147595	43	0.000000	0.622996	0.001513	0.133333
128622	62	0.000000	0.950561	0.002308	0.307692
114962	37	0.000000	0.634052	0.001539	0.357143
147157	4	0.000000	0.060868	0.000148	0.000000
106607	23	0.000000	0.330266	0.000802	0.133333
